customer_ID,shopping_pt,group_size,homeowner,car_age,married_couple,cost
10142343,6,1,0,8,0,649
10142345,7,1,0,13,0,595
10142346,6,1,1,6,0,655
10142348,8,1,1,2,0,655
10142349,3,1,0,14,0,557
10142350,5,1,0,13,0,570
10142352,9,2,0,1,1,664
10142353,6,1,1,4,0,618
10142354,7,1,0,15,0,621
10142355,6,2,1,13,1,610
10142358,7,1,0,1,0,718
10142359,8,1,0,2,0,641
10142361,7,1,1,6,0,663
10142363,8,1,0,1,0,643
10142364,5,1,1,6,0,658
10142365,9,1,0,6,0,644
10142367,9,1,1,6,0,630
10142368,9,1,1,4,0,648
10142369,9,1,1,6,0,598
10142370,7,1,0,18,0,655
10142373,6,2,1,3,1,652
10142374,9,2,0,23,0,679
10142376,9,1,0,15,0,584
10142377,3,1,1,8,0,607
10142378,9,1,0,18,0,615
10142379,8,1,1,16,0,596
10142380,6,1,0,1,0,604
10142382,7,1,1,36,0,568
10142383,8,2,0,16,1,627
10142384,3,2,1,2,1,673
10142387,6,1,0,11,0,630
10142388,9,1,1,2,0,624
10142390,9,1,0,29,0,592
10142391,9,1,1,13,0,556
10142393,7,2,0,3,0,651
10142395,7,1,1,6,0,585
10142397,7,1,0,1,0,672
10142398,6,1,1,10,0,596
10142399,9,1,1,2,0,609
10142400,6,1,0,7,0,646
10142401,4,1,0,9,0,677
10142403,6,1,0,13,0,569
10142405,9,2,1,11,1,609
10142406,9,1,1,7,0,686
10142407,5,1,0,17,0,660
10142408,7,1,0,7,0,681
10142409,7,1,0,5,0,667
10142412,7,1,1,3,0,608
10142413,4,1,0,1,0,735
10142414,6,1,1,5,0,623
10142415,7,2,0,8,1,667
10142417,4,1,0,11,0,667
10142418,5,1,0,3,1,727
10142422,8,1,1,4,0,605
10142423,3,1,0,7,0,626
10142424,6,1,0,5,0,656
10142425,8,2,1,13,1,661
10142426,6,1,1,1,0,644
10142428,6,1,0,5,0,638
10142429,7,1,0,1,0,638
10142430,6,1,1,14,0,643
10142435,5,2,0,27,1,590
10142437,7,1,0,16,0,653
10142438,7,1,0,6,0,629
10142440,7,2,1,1,1,654
10142441,4,1,1,7,0,625
10142442,7,1,1,1,0,636
10142443,9,2,1,12,1,596
10142444,9,2,0,2,0,713
10142445,6,1,1,19,0,574
10142446,6,2,1,8,1,591
10142447,7,1,1,14,1,597
10142449,6,1,0,8,0,590
10142450,6,2,1,2,1,585
10142451,5,1,1,9,0,664
10142453,3,1,0,1,0,640
10142458,9,1,1,4,0,655
10142459,7,1,0,3,0,626
10142461,4,1,1,7,0,633
10142462,8,1,0,11,0,755
10142465,8,1,0,6,0,699
10142466,4,1,0,7,0,650
10142468,7,1,0,5,0,621
10142469,8,1,1,9,0,617
10142471,8,1,0,5,1,656
10142473,4,1,0,12,0,602
10142474,8,1,1,6,0,641
10142475,7,2,0,8,1,616
10142477,9,1,1,10,0,637
10142478,8,1,0,1,0,641
10142480,3,1,0,8,1,674
10142483,7,2,1,16,1,554
10142485,6,1,0,7,0,706
10142486,9,2,0,11,1,699
10142487,8,1,0,1,1,729
10142491,5,1,0,12,0,646
10142493,9,2,1,2,1,589
10142494,9,1,0,16,0,594
10142495,9,1,0,2,0,690
10142496,3,1,0,6,0,616
10142497,7,1,0,2,0,727
10142500,3,1,0,1,0,680
10142503,8,1,1,8,0,679
10142505,5,2,1,2,1,605
10142507,6,1,0,9,0,604
10142508,6,1,1,18,0,689
10142511,5,1,0,15,0,599
10142512,9,2,0,12,1,623
10142513,7,2,0,3,0,713
10142515,8,1,1,10,0,651
10142516,9,1,0,14,0,572
10142518,4,1,1,10,0,683
10142525,7,1,0,6,0,673
10142526,7,2,1,4,1,636
10142528,6,1,1,12,0,576
10142529,9,2,1,7,1,620
10016157,9,2,1,6,1,654
10016158,6,1,1,6,0,637
10016159,7,1,0,2,0,674
10016160,8,1,1,0,0,632
10016161,7,1,1,10,0,585
10016162,5,1,0,6,0,640
10016164,7,1,1,2,0,630
10016165,7,2,0,10,1,718
10016167,7,1,1,12,0,723
10016168,7,1,0,1,0,678
10016169,5,1,1,14,0,627
10016171,7,1,0,11,0,621
10016172,9,2,0,12,1,623
10016173,4,1,0,7,0,638
10016174,8,2,1,6,1,671
10016177,8,1,0,13,0,655
10016178,6,2,1,6,1,620
10016179,4,1,0,1,0,651
10016180,8,1,1,14,0,649
10016181,8,1,0,1,0,629
10016183,8,1,1,1,0,700
10016186,8,1,0,1,0,646
10016188,8,1,0,3,0,681
10016189,5,1,0,0,0,660
10016193,8,2,1,7,1,618
10016194,5,1,1,2,0,602
10016195,7,1,1,10,0,610
10016197,7,1,1,25,0,630
10016198,6,4,1,7,1,709
10016199,6,2,1,11,1,615
10016200,6,1,1,9,0,600
10016205,7,1,1,4,0,639
10016206,4,1,1,5,0,714
10016208,6,1,1,3,0,605
10016209,4,1,0,4,0,683
10016211,6,2,1,4,1,620
10016212,9,2,0,13,1,691
10016216,6,1,1,12,0,667
10016218,7,1,1,10,0,603
10016220,8,1,1,14,0,674
10016223,5,1,0,1,0,728
10016224,3,1,0,5,0,698
10016227,6,1,0,23,0,607
10016228,9,1,0,2,0,688
10016229,9,1,0,9,0,635
10016230,8,1,1,13,0,607
10016231,6,2,1,9,1,607
10016232,5,1,0,18,0,617
10016233,8,1,0,2,0,692
10016234,4,1,0,7,0,628
10016235,5,1,1,19,0,670
10016236,9,1,0,6,0,629
10016237,7,1,0,7,0,653
10016239,9,2,1,9,1,610
10016240,4,1,1,9,0,670
10016241,6,1,0,8,0,710
10016242,6,2,1,12,0,635
10016243,8,1,0,11,0,605
10016244,5,1,1,2,0,632
10016245,8,2,1,11,0,737
10016248,8,1,0,10,0,635
10016251,5,1,0,7,0,640
10016252,9,1,1,14,0,612
10016254,9,1,0,6,0,672
10016255,5,1,1,11,0,589
10016256,4,1,1,3,0,621
10016259,8,1,0,10,0,668
10016260,7,1,1,12,0,595
10016262,4,2,1,10,1,555
10016264,6,1,0,14,0,547
10016267,8,1,1,9,0,654
10016269,8,1,0,11,0,695
10016270,9,1,0,5,0,626
10016271,6,1,0,5,0,613
10016272,7,1,1,10,0,626
10016273,3,1,0,4,0,645
10016275,7,1,0,13,0,664
10016277,9,1,1,1,0,636
10016280,6,1,0,3,0,606
10016281,7,1,1,12,0,582
10016282,4,2,1,2,1,641
10016283,4,1,0,8,0,601
10016284,9,1,0,12,0,676
10016285,8,1,0,12,0,672
10016286,5,2,1,18,0,657
10016287,4,1,0,6,0,683
10016289,9,1,0,14,0,614
10016290,6,1,0,10,0,670
10016291,9,2,0,4,1,627
10016292,7,2,0,15,0,676
10016293,4,1,0,4,0,619
10016296,7,2,0,15,1,711
10016297,3,1,1,13,0,582
10016298,8,1,0,13,0,703
10016299,9,1,0,12,0,591
10016303,6,1,1,6,0,644
10016304,4,1,0,3,0,695
10016306,8,2,1,1,1,605
10016307,6,1,1,6,0,588
10016308,3,1,0,13,0,618
10016309,7,2,1,2,0,693
10016310,9,1,0,7,0,628
10016312,9,1,0,1,0,716
10016313,9,1,1,1,0,645
10016315,9,2,0,13,1,636
10016316,7,2,1,6,1,583
10016317,9,2,0,8,1,589
10016319,9,2,1,5,0,595
10016320,8,1,1,4,0,603
10016321,6,1,1,3,0,622
10016322,9,1,0,9,0,644
10016325,5,1,1,18,0,608
10016326,9,2,1,13,1,665
10016328,4,1,0,14,0,574
10016330,6,2,1,16,1,540
10016331,7,1,0,12,0,625
10016332,8,1,0,18,0,638
10016334,5,1,0,7,0,597
10016336,5,1,1,4,0,598
10016337,6,1,0,11,0,621
10016338,6,1,0,7,0,689
10016339,6,1,0,7,0,607
10016340,7,1,0,5,0,652
10016341,9,1,1,8,0,601
10016342,8,1,0,8,0,727
10016343,3,1,1,2,0,652
10016344,6,2,1,18,1,616
10016347,3,1,1,3,0,605
10016348,6,1,1,7,0,660
10016350,3,1,0,6,0,586
10016352,4,1,1,8,0,695
10016353,5,1,1,1,0,590
10016354,6,2,1,11,1,575
10016355,7,1,1,22,0,566
10016356,7,1,1,1,0,687
10016360,7,1,1,13,0,546
10016361,9,1,1,2,0,672
10016362,9,1,1,1,0,631
10016363,9,1,0,9,1,668
10016365,4,1,0,8,0,700
10016366,9,1,1,8,0,616
10016367,6,1,0,11,0,630
10016368,8,1,1,9,0,624
10016369,7,1,0,14,0,671
10016370,9,1,1,11,0,633
10016371,5,1,1,6,0,608
10016372,8,2,1,14,1,655
10016374,3,1,1,14,0,589
10016375,7,1,0,1,0,729
10016376,8,2,1,20,1,546
10016377,6,2,1,4,1,627
10016379,7,1,0,8,0,616
10016383,9,3,1,4,1,731
10016384,8,1,1,9,0,656
10016386,4,1,0,7,0,596
10016387,3,1,1,2,0,595
10016388,7,1,1,19,1,573
10016389,7,2,0,2,1,665
10016391,6,1,1,2,0,616
10016392,9,1,1,1,0,631
10016393,8,1,0,16,0,578
10016394,9,2,1,15,1,578
10016396,6,1,0,14,0,633
10016397,9,2,1,16,1,518
10016399,4,1,0,5,0,652
10016400,9,2,1,6,1,615
10016404,4,1,1,14,0,563
10016406,8,1,1,1,0,678
10016407,5,1,0,7,1,685
10016408,6,1,0,9,0,682
10016409,9,2,1,8,0,632
10016412,3,1,0,4,0,732
10016413,7,1,0,11,0,584
10016414,9,1,1,1,0,599
10016415,8,1,1,1,0,701
10016416,9,1,0,1,0,672
10016417,6,1,1,16,0,667
10016418,6,1,0,5,1,726
10016421,8,1,0,4,0,697
10016422,3,1,1,4,0,596
10016423,7,1,0,8,0,630
10016426,6,1,0,1,0,710
10016427,9,1,0,18,0,575
10016428,8,1,1,9,0,533
10016429,7,1,1,2,0,628
10016430,5,2,1,27,1,562
10016431,5,2,0,14,0,671
10016432,8,1,0,6,0,693
10016434,9,1,0,1,0,630
10016435,9,1,1,1,0,678
10016437,8,2,1,15,0,680
10016438,7,1,1,6,0,630
10016442,3,2,1,3,0,636
10016444,3,2,1,2,1,604
10016446,7,1,1,9,0,592
10016447,9,1,1,9,0,625
10016448,9,2,0,4,0,708
10016449,9,1,1,4,0,599
10016450,9,1,0,8,0,633
10016451,8,1,0,1,0,665
10016453,4,1,1,4,0,617
10016455,5,1,1,20,0,581
10016457,7,2,1,12,0,683
10016458,8,1,1,11,0,653
10016459,8,2,0,11,1,686
10016460,9,1,1,9,0,580
10016462,7,1,1,6,0,641
10016463,8,1,1,9,0,597
10016465,9,1,1,7,0,593
10016468,9,1,0,5,0,652
10016470,7,1,0,8,0,673
10016472,6,1,1,4,0,595
10016473,3,2,1,7,1,524
10016475,3,1,1,9,0,663
10016476,8,1,0,9,0,637
10016477,7,1,0,5,0,630
10016478,6,1,1,9,0,643
10016480,6,1,1,1,0,575
10016481,7,1,0,19,0,605
10016482,5,2,1,2,1,704
10016483,5,1,0,3,0,661
10016484,9,1,0,2,0,662
10016485,9,1,0,14,0,591
10016486,8,2,1,9,1,625
10016487,7,1,0,9,0,682
10016489,9,1,0,7,0,601
10016490,4,1,1,1,0,660
10016491,7,1,0,16,0,562
10016494,6,1,1,4,1,613
10016495,7,2,1,18,0,589
10016496,7,1,1,19,0,565
10016497,3,1,0,13,0,612
10016498,7,1,0,8,0,644
10016499,7,1,1,2,0,605
10016500,9,1,1,14,0,617
10016501,9,1,1,3,0,612
10016502,8,1,0,4,0,644
10016503,6,2,1,4,1,636
10016504,4,1,1,8,0,646
10016505,3,2,0,3,1,673
10016506,6,1,1,8,0,634
10016507,9,1,0,15,0,596
10016509,8,1,1,4,0,612
10016510,6,1,1,27,0,565
10016511,7,2,1,9,1,632
10016512,8,2,0,11,0,677
10016513,8,1,1,5,0,687
10016514,7,1,1,6,0,638
10016515,6,2,1,5,1,645
10016516,9,2,1,3,1,607
10016522,8,1,0,13,0,665
10016523,8,1,1,3,0,675
10016524,6,1,0,6,0,618
10016526,5,1,1,21,0,593
10016530,3,1,1,7,0,632
10016532,3,1,0,9,0,626
10016533,4,1,1,9,0,617
10016534,4,2,1,1,1,596
10016536,9,1,1,12,0,602
10016537,7,1,0,14,0,667
10016538,9,1,1,3,0,630
10016539,6,1,1,10,0,650
10016541,6,1,1,7,0,618
10016544,9,1,0,0,0,713
10016546,5,1,0,8,1,653
10016547,7,2,1,5,1,647
10016548,8,1,1,1,0,697
10016549,5,1,0,16,0,583
10016550,5,1,0,9,0,714
10016552,7,1,1,13,0,561
10016553,9,2,0,7,0,667
10016557,9,1,1,10,0,601
10016558,4,1,1,9,0,663
10016559,6,2,0,13,1,573
10016560,8,1,1,8,0,669
10016562,4,1,1,2,0,621
10016563,5,2,1,14,0,637
10016564,8,1,1,7,0,641
10016565,6,1,0,13,0,740
10016567,9,2,1,7,0,735
10016568,8,1,1,2,0,599
10016571,8,1,1,2,0,568
10016572,4,1,0,15,0,599
10016575,8,1,0,12,0,654
10016577,7,1,1,2,0,638
10016578,8,1,1,17,0,606
10016579,6,1,0,8,0,622
10016580,6,1,1,7,0,649
10016581,9,2,0,5,1,671
10016584,9,1,0,5,0,649
10016585,9,1,0,1,0,676
10016588,8,1,1,6,0,683
10016590,8,1,0,7,0,619
10016591,9,1,0,6,0,675
10016595,7,1,1,6,0,576
10016597,8,2,0,2,1,582
10016598,6,1,1,4,0,594
10016599,6,1,1,2,0,654
10016600,6,1,0,1,0,698
10016601,6,1,1,2,0,667
10016602,7,1,1,1,0,655
10016603,8,1,1,1,0,626
10016605,8,1,1,2,0,641
10016606,9,2,1,6,1,592
10016607,6,1,0,1,0,651
10016608,8,1,1,11,0,711
10016609,5,1,1,2,0,608
10016612,7,1,0,0,0,657
10016613,4,2,1,10,1,590
10016614,4,1,1,4,0,690
10016615,4,1,1,3,0,631
10016616,4,1,1,1,0,594
10016617,6,1,1,2,0,666
10016621,9,1,1,4,0,650
10016624,8,1,0,1,0,595
10016625,8,2,1,15,1,611
10016626,9,1,0,6,0,640
10016627,9,1,1,12,0,573
10016628,5,1,0,14,0,668
10016630,9,1,0,10,0,685
10016632,7,1,1,5,0,643
10016634,7,2,1,9,0,638
10016635,5,2,0,3,1,611
10016636,9,1,0,12,0,686
10016639,7,1,0,8,0,593
10016641,3,2,1,7,1,664
10016647,4,2,1,11,0,692
10016648,5,1,0,16,0,649
10016650,8,1,1,1,0,779
10048807,4,1,0,12,0,660
10048809,7,1,1,11,0,672
10048810,6,1,1,5,0,634
10048811,7,2,0,7,1,632
10048812,5,1,0,13,0,640
10048813,3,3,1,4,1,618
10048815,6,1,1,6,0,700
10048816,4,1,1,5,0,608
10048817,6,1,0,12,0,655
10048818,7,1,1,14,1,606
10048820,3,1,0,1,0,711
10048823,7,1,0,7,0,619
10048825,8,1,1,8,0,645
10048826,9,2,1,11,1,639
10048827,5,2,1,2,1,650
10048829,4,2,1,1,1,606
10048831,3,1,1,7,0,588
10048832,5,2,1,4,0,719
10048833,4,1,1,1,0,621
10048836,7,1,0,4,0,649
10048838,7,1,0,1,0,629
10048839,6,1,0,14,0,594
10048841,6,1,1,15,0,626
10048842,9,1,1,20,0,591
10048844,6,2,1,1,1,624
10048847,9,1,1,8,0,690
10048848,4,1,1,2,0,608
10048849,9,1,0,16,0,577
10048850,9,3,1,4,1,610
10048852,7,2,0,2,1,734
10048855,8,1,0,19,0,566
10048856,7,1,0,6,0,692
10048858,8,1,1,4,0,610
10048860,5,2,1,1,1,664
10048861,7,1,0,3,0,654
10048863,7,1,1,12,0,599
10048866,9,2,0,9,1,630
10048868,4,1,1,2,0,678
10048869,6,2,1,9,1,617
10048870,4,1,1,14,0,533
10048872,8,1,1,9,0,684
10048873,8,1,0,5,0,637
10048875,8,1,1,17,1,603
10048877,5,1,1,10,0,572
10048878,3,2,1,4,1,639
10048881,8,1,1,6,0,629
10048882,8,1,0,7,0,681
10048883,9,1,0,7,0,666
10048884,3,1,0,20,0,581
10048885,9,2,1,15,1,591
10048887,7,1,0,2,0,687
10048888,9,1,0,17,0,623
10048889,5,1,0,12,0,675
10048891,6,1,1,10,0,627
10048894,7,1,1,6,0,657
10048895,9,1,1,13,0,589
10048896,9,2,1,16,1,571
10048900,6,1,0,13,0,620
10048901,8,1,0,12,0,728
10048902,5,1,1,5,0,627
10048903,7,1,0,4,0,657
10048905,7,2,0,2,1,727
10048907,7,1,0,10,0,631
10048908,6,1,1,1,0,589
10048909,9,1,0,10,0,649
10048910,5,1,0,2,0,576
10048911,8,1,1,11,0,572
10048913,5,3,1,11,1,637
10048914,9,1,1,8,0,632
10048915,7,1,0,12,0,638
10048916,7,1,1,7,0,596
10048920,8,1,1,12,0,661
10048922,4,1,1,4,0,610
10048923,6,1,0,13,0,663
10048926,5,1,0,5,0,595
10048927,3,1,1,13,0,574
10048928,6,1,0,14,0,657
10048929,7,2,1,9,1,669
10048934,5,2,1,2,1,609
10048935,6,2,0,8,0,681
10048938,9,1,0,24,0,611
10048939,9,1,0,13,0,622
10048940,7,1,0,12,0,604
10048941,5,2,0,18,1,639
10048944,8,1,1,4,0,651
10048945,5,1,0,4,0,658
10048947,8,1,0,1,0,596
10048949,9,1,1,1,0,668
10048950,6,1,1,1,0,607
10048952,6,2,1,5,1,625
10048953,6,1,0,31,0,586
10048954,6,1,0,1,0,600
10048957,7,1,0,8,0,681
10048961,8,1,0,6,0,619
10048962,3,1,0,8,0,631
10048964,6,1,1,6,0,606
10048966,8,1,0,3,0,640
10048967,5,2,1,6,1,587
10048969,9,1,1,14,0,571
10048970,8,1,1,3,1,581
10048975,4,1,1,6,0,622
10048977,8,1,1,3,0,621
10048978,9,1,0,4,0,696
10048981,3,1,1,4,0,647
10048982,5,1,1,9,0,691
10048986,9,1,0,11,0,644
10048987,6,1,1,8,0,623
10048988,6,3,1,14,1,682
10048992,6,1,1,8,0,590
10048993,9,1,0,22,0,619
10048994,7,2,1,4,1,707
10048996,8,1,0,4,0,613
10048998,9,1,0,10,1,594
10048999,5,1,1,15,0,578
10049000,6,1,0,1,0,676
10049001,6,1,1,5,0,656
10049002,6,1,0,2,0,738
10049003,8,1,1,7,0,601
10049004,9,1,0,0,0,660
10049005,3,2,0,3,1,654
10049006,7,2,1,2,1,612
10049007,9,1,1,1,1,681
10049008,4,2,0,30,1,649
10049009,4,1,1,5,0,623
10049011,8,1,0,3,0,622
10049012,5,1,1,6,0,615
10049015,9,1,1,4,0,655
10049020,7,2,0,4,1,643
10049021,6,1,0,11,0,674
10049024,9,1,0,13,0,633
10049025,9,1,1,13,0,631
10049026,7,1,0,2,0,647
10049029,7,1,0,1,0,601
10049031,8,1,0,4,0,701
10049033,9,2,0,16,1,584
10049034,6,2,1,11,1,588
10049037,6,1,0,6,0,611
10049039,7,1,1,4,0,694
10049040,6,2,1,2,1,611
10049043,4,1,0,14,0,565
10049044,5,1,0,7,0,789
10049046,9,1,1,5,0,574
10049047,8,1,0,15,0,560
10049048,9,1,1,7,0,588
10049049,9,1,1,14,0,588
10049051,5,1,1,1,0,622
10049053,9,1,1,12,0,594
10049054,9,1,0,12,0,638
10049055,6,1,1,10,0,643
10049056,6,2,1,17,1,569
10049058,6,1,0,13,0,615
10049059,8,2,1,17,1,574
10049060,7,1,0,6,0,656
10049062,8,2,1,1,1,640
10049063,4,1,0,14,0,584
10049064,9,2,1,8,1,621
10049066,7,1,0,8,0,619
10049067,5,1,1,11,1,635
10049069,9,1,0,4,0,663
10049070,3,1,0,9,0,691
10049071,8,1,1,2,0,647
10049072,8,1,1,5,0,618
10049078,6,1,0,6,0,608
10049079,8,2,0,10,1,606
10049081,9,1,0,1,0,816
10049083,8,2,0,5,1,639
10049084,6,2,1,3,1,599
10049087,9,1,0,3,0,664
10049088,9,3,1,3,1,726
10049089,7,1,1,12,0,537
10049091,8,1,0,16,0,541
10049093,8,1,0,14,0,646
10049094,4,2,1,11,1,583
10049096,8,2,1,1,1,675
10049097,9,1,0,13,0,669
10049099,8,2,1,18,0,628
10049100,8,2,0,3,0,637
10049101,6,1,0,4,0,565
10049102,4,1,0,13,0,548
10049105,7,1,0,19,0,628
10049106,7,1,0,8,0,688
10049107,7,1,0,6,0,573
10049109,6,1,0,3,0,621
10049110,6,2,0,15,1,604
10049112,6,1,0,1,0,705
10049113,9,2,0,1,0,712
10049115,6,1,0,5,0,658
10049117,9,1,1,2,0,631
10049119,9,1,0,10,0,647
10049120,7,2,0,4,1,729
10049122,5,1,1,8,0,559
10049125,8,1,0,12,0,659
10049126,5,1,1,2,0,626
10049127,9,1,1,8,0,610
10049128,5,1,1,5,0,603
10049129,3,1,1,2,0,633
10049130,7,1,0,10,0,662
10049132,5,1,1,7,0,669
10049133,7,1,1,8,0,670
10049135,6,1,0,13,0,570
10049136,5,2,1,1,1,628
10049137,5,2,1,23,1,538
10049138,8,1,1,5,0,656
10049139,7,1,0,12,0,665
10049141,5,1,1,11,0,622
10049142,5,1,0,12,0,612
10049143,7,1,0,11,0,700
10049144,4,1,0,2,0,626
10049146,3,1,1,4,0,673
10049147,9,1,0,17,0,657
10049148,8,2,1,10,1,577
10049150,9,1,1,2,0,593
10049151,8,1,1,9,0,580
10049154,5,1,0,9,0,638
10049155,8,3,1,12,1,583
10049156,5,1,0,6,0,683
10049157,9,1,0,12,1,631
10049160,3,1,1,4,0,713
10049162,8,1,0,6,0,694
10049163,9,1,1,4,0,665
10049169,7,1,0,2,0,697
10049170,8,2,1,2,1,626
10049171,8,1,0,7,0,613
10049172,9,1,0,5,0,687
10049173,3,1,1,16,0,619
10049176,4,1,0,8,0,569
10049177,9,1,0,1,0,675
10049179,7,1,0,1,0,627
10049181,9,1,1,11,0,637
10049182,9,1,0,1,0,647
10049184,6,1,0,2,0,660
10049185,7,2,1,10,1,658
10049190,7,1,0,7,0,642
10049191,6,1,1,5,0,538
10049193,6,1,0,13,0,658
10049194,4,2,0,3,0,728
10049196,4,1,0,34,0,297
10049197,7,1,1,7,0,609
10049200,6,1,0,13,0,705
10049202,9,1,1,1,0,641
10049203,6,2,1,16,1,559
10049204,8,1,0,2,0,627
10049205,9,1,1,8,0,581
10049206,9,2,0,3,1,676
10049207,3,1,0,6,0,664
10049208,7,2,0,0,1,685
10049209,8,2,1,6,1,625
10049210,6,1,1,4,0,604
10049211,4,2,1,11,1,578
10049215,7,1,0,11,0,647
10049217,5,1,0,10,0,632
10049219,8,1,1,12,0,556
10049220,6,2,1,31,1,733
10049221,5,1,1,17,0,563
10049225,7,1,0,11,0,581
10049226,8,1,0,5,0,641
10049227,8,1,0,6,0,650
10049228,6,1,0,1,0,723
10049229,9,1,0,1,0,643
10049230,5,1,0,10,0,623
10049231,4,2,1,6,0,583
10049234,9,2,0,21,0,608
10049236,3,1,0,9,0,634
10049238,7,1,1,42,0,585
10049239,9,1,0,6,0,800
10049240,5,1,0,8,1,689
10049241,9,1,1,7,0,561
10049244,7,1,0,6,0,654
10049246,9,1,0,15,0,620
10049248,4,2,0,13,0,594
10049249,9,1,1,3,0,724
10049252,8,1,1,8,0,686
10049253,5,1,0,17,0,575
10049254,7,1,0,15,0,583
10049256,7,1,0,1,0,684
10049257,8,1,1,2,0,672
10049258,8,1,0,4,0,642
10049259,9,1,0,10,0,635
10049260,5,2,1,6,1,569
10049261,4,1,1,17,0,609
10049264,4,1,1,6,0,618
10049265,7,2,0,2,1,596
10049266,5,1,0,6,0,681
10049267,7,1,1,4,0,714
10049268,8,2,1,3,1,623
10049270,6,1,1,12,0,634
10049271,9,1,1,12,0,734
10049273,6,2,1,1,1,659
10049274,7,1,1,3,1,705
10049276,6,1,0,15,0,633
10049278,8,1,0,15,0,565
10049280,5,4,1,9,1,588
10049282,8,2,1,1,1,651
10049283,9,1,1,6,0,632
10049284,9,1,1,3,0,658
10049285,3,1,1,0,0,718
10049286,5,1,1,7,0,745
10049287,5,1,1,8,0,636
10049289,7,1,1,11,0,603
10049290,7,2,1,19,1,547
10049291,4,1,1,5,0,634
10049293,8,2,1,16,0,620
10049294,6,1,0,25,0,597
10049297,3,1,1,10,0,617
10049299,4,1,1,4,0,570
10049300,6,1,1,15,0,647
10049301,9,1,0,8,0,631
10049302,5,2,1,4,1,624
10049303,7,1,0,6,0,611
10049304,7,1,0,1,0,704
10049307,6,1,0,4,0,697
10049308,3,2,1,9,0,745
10049311,9,1,1,6,0,600
10049312,6,1,0,1,0,699
10049314,6,1,0,11,0,695
10049317,9,2,0,8,0,691
10049320,6,1,0,12,0,650
10049322,9,1,0,4,0,676
10049323,9,1,1,9,0,616
10049324,6,3,1,1,1,682
10049326,8,1,0,14,0,652
10049327,4,1,1,12,0,590
10049328,9,1,0,18,0,631
10049329,4,2,0,3,1,613
10049330,8,1,1,5,0,584
10049331,9,1,0,22,0,701
10049335,8,1,1,27,0,560
10049336,8,1,0,10,0,675
10049337,8,1,0,0,0,656
10076861,6,2,0,11,1,601
10076862,7,1,1,4,0,615
10076864,6,1,0,4,0,648
10076865,6,1,1,2,0,604
10076866,9,1,1,5,0,619
10076867,6,1,0,5,0,604
10076868,7,1,1,8,0,638
10076870,6,1,1,3,0,639
10076871,3,1,0,12,0,698
10076872,5,1,0,1,0,723
10076873,7,1,1,3,0,603
10076874,9,1,1,1,0,651
10076877,6,1,0,10,0,560
10076879,3,2,1,19,0,635
10076880,3,1,0,16,0,601
10076881,9,1,1,7,0,573
10076882,7,1,1,8,1,607
10076883,4,1,0,14,0,596
10076884,7,1,1,1,0,641
10076885,5,2,1,4,1,622
10076886,7,2,1,17,1,688
10076887,6,1,0,11,0,665
10076888,6,1,1,8,0,590
10076890,6,2,0,4,1,645
10076891,9,1,0,10,0,674
10076895,5,1,1,6,0,586
10076896,5,1,1,8,0,629
10076897,5,1,1,5,0,623
10076898,9,1,0,4,0,639
10076899,8,1,0,22,0,613
10076900,5,1,0,6,0,625
10076901,8,1,1,11,0,576
10076905,7,1,0,2,0,759
10076907,5,1,1,10,0,575
10076908,7,1,0,8,0,748
10076909,6,1,1,8,0,631
10076910,5,1,0,16,0,618
10076911,5,1,0,16,0,549
10076914,7,1,1,9,0,577
10076916,7,1,1,1,0,642
10076917,9,2,0,15,0,674
10076918,6,2,1,6,1,666
10076920,6,1,0,7,0,648
10076921,7,1,0,7,0,653
10076922,7,1,0,9,0,648
10076924,5,1,0,11,0,639
10076925,4,1,0,12,0,575
10076928,6,2,1,8,1,613
10076929,6,1,1,10,0,589
10076930,8,2,1,12,1,561
10076932,3,1,0,6,0,651
10076933,9,3,1,1,1,727
10076934,7,2,1,15,1,664
10076935,6,1,0,1,0,630
10076936,3,2,1,5,1,581
10076937,3,1,1,8,0,637
10076939,5,1,1,2,0,579
10076940,7,1,0,14,0,623
10076941,4,1,0,10,0,650
10076943,8,1,0,32,0,612
10076944,9,2,0,9,0,550
10076945,7,1,1,11,0,662
10076947,9,1,0,1,0,710
10076948,9,1,1,1,0,612
10076949,9,2,1,17,1,624
10076950,8,1,1,12,0,608
10076953,9,1,1,14,0,529
10076954,3,1,1,22,0,598
10076955,9,1,1,8,0,663
10076956,6,1,0,17,0,573
10076958,7,1,1,1,0,662
10076959,9,1,0,12,0,621
10076960,3,1,0,2,0,610
10076963,7,2,0,4,1,634
10076966,4,1,1,8,0,658
10076978,6,1,1,3,1,608
10076982,8,1,0,2,0,609
10076984,6,1,1,5,0,571
10076985,9,2,1,0,1,636
10076986,4,1,1,8,0,613
10076987,7,1,0,10,0,626
10076988,7,1,0,4,1,693
10076990,7,1,0,6,0,664
10076992,5,1,0,13,0,589
10076994,8,1,0,12,0,647
10076996,9,1,1,3,0,677
10077000,6,1,0,1,0,674
10077001,6,1,1,5,1,633
10077002,7,1,1,2,0,687
10077003,7,2,1,1,1,636
10077004,7,1,1,3,0,682
10077005,9,1,1,15,0,631
10077007,7,2,1,44,1,538
10077008,4,2,0,30,1,535
10077009,8,2,1,4,1,679
10077010,8,1,1,12,0,601
10077012,9,2,0,19,1,595
10077014,4,1,1,14,0,576
